filename,label,source,age_group
id12_0000.jpg,real,celeb,19-35
835.jpg,real,faceforensics,19-35
203_201.jpg,fake,faceforensics,36-50
556_588.jpg,fake,faceforensics,19-35
946.jpg,real,faceforensics,19-35
id33_0002.jpg,real,celeb,36-50
id60_id59_0002.jpg,fake,celeb,19-35
395_401.jpg,fake,faceforensics,19-35
994.jpg,real,faceforensics,36-50
019_018.jpg,fake,faceforensics,19-35
005_010.jpg,fake,faceforensics,19-35
724_725.jpg,fake,faceforensics,19-35
785.jpg,real,faceforensics,19-35
736_785.jpg,fake,faceforensics,36-50
id57_0004.jpg,real,celeb,19-35
992_980.jpg,fake,faceforensics,36-50
id57_0007.jpg,real,celeb,36-50
id28_id0_0005.jpg,fake,celeb,36-50
id5_0006.jpg,real,celeb,19-35
246.jpg,real,faceforensics,19-35
034.jpg,real,faceforensics,36-50
506_478.jpg,fake,faceforensics,36-50
540_536.jpg,fake,faceforensics,19-35
753_789.jpg,fake,faceforensics,36-50
id53_id50_0000.jpg,fake,celeb,19-35
281_474.jpg,fake,faceforensics,19-35
746_571.jpg,fake,faceforensics,19-35
177_211.jpg,fake,faceforensics,36-50
804.jpg,real,faceforensics,19-35
id54_0009.jpg,real,celeb,36-50
id4_id0_0001.jpg,fake,celeb,36-50
587_535.jpg,fake,faceforensics,19-35
745.jpg,real,faceforensics,19-35
436_526.jpg,fake,faceforensics,19-35
792_903.jpg,fake,faceforensics,36-50
805.jpg,real,faceforensics,36-50
id48_0003.jpg,real,celeb,36-50
525_509.jpg,fake,faceforensics,36-50
id32_id33_0008.jpg,fake,celeb,19-35
id23_id37_0005.jpg,fake,celeb,36-50
id60_id59_0000.jpg,fake,celeb,19-35
id43_0007.jpg,real,celeb,19-35
id38_id30_0008.jpg,fake,celeb,19-35
574_547.jpg,fake,faceforensics,19-35
251.jpg,real,faceforensics,19-35
id30_id16_0007.jpg,fake,celeb,19-35
958.jpg,real,faceforensics,19-35
423.jpg,real,faceforensics,19-35
572.jpg,real,faceforensics,19-35
132_007.jpg,fake,faceforensics,19-35
id57_0001.jpg,real,celeb,36-50
id39_id44_0004.jpg,fake,celeb,36-50
023_923.jpg,fake,faceforensics,19-35
id1_0008.jpg,real,celeb,36-50
id28_id0_0002.jpg,fake,celeb,19-35
425.jpg,real,faceforensics,19-35
067.jpg,real,faceforensics,36-50
id55_id50_0007.jpg,fake,celeb,19-35
965_948.jpg,fake,faceforensics,19-35
123.jpg,real,faceforensics,19-35
485.jpg,real,faceforensics,19-35
873.jpg,real,faceforensics,36-50
id61_0004.jpg,real,celeb,19-35
id22_id24_0006.jpg,fake,celeb,19-35
061_080.jpg,fake,faceforensics,36-50
471_455.jpg,fake,faceforensics,19-35
id60_0005.jpg,real,celeb,19-35
id8_id0_0003.jpg,fake,celeb,36-50
id37_id2_0000.jpg,fake,celeb,19-35
912.jpg,real,faceforensics,36-50
id39_0007.jpg,real,celeb,19-35
468_470.jpg,fake,faceforensics,36-50
976_954.jpg,fake,faceforensics,36-50
874_291.jpg,fake,faceforensics,19-35
482.jpg,real,faceforensics,19-35
128_896.jpg,fake,faceforensics,19-35
507_418.jpg,fake,faceforensics,36-50
id30_0001.jpg,real,celeb,19-35
918.jpg,real,faceforensics,36-50
270_297.jpg,fake,faceforensics,19-35
id24_0007.jpg,real,celeb,19-35
108.jpg,real,faceforensics,36-50
593.jpg,real,faceforensics,36-50
521.jpg,real,faceforensics,19-35
371_367.jpg,fake,faceforensics,36-50
id24_id22_0004.jpg,fake,celeb,19-35
817.jpg,real,faceforensics,19-35
id24_0000.jpg,real,celeb,19-35
976.jpg,real,faceforensics,19-35
714_842.jpg,fake,faceforensics,19-35
641_662.jpg,fake,faceforensics,36-50
561.jpg,real,faceforensics,19-35
979.jpg,real,faceforensics,36-50
873_872.jpg,fake,faceforensics,19-35
id1_id26_0000.jpg,fake,celeb,19-35
857.jpg,real,faceforensics,36-50
847.jpg,real,faceforensics,36-50
398_457.jpg,fake,faceforensics,19-35
id39_0002.jpg,real,celeb,19-35
id19_id22_0007.jpg,fake,celeb,19-35
637_427.jpg,fake,faceforensics,36-50
id32_id33_0002.jpg,fake,celeb,19-35
255_214.jpg,fake,faceforensics,36-50
959.jpg,real,faceforensics,19-35
840.jpg,real,faceforensics,19-35
id53_id50_0007.jpg,fake,celeb,36-50
208.jpg,real,faceforensics,19-35
671.jpg,real,faceforensics,36-50
397.jpg,real,faceforensics,19-35
736.jpg,real,faceforensics,19-35
209.jpg,real,faceforensics,36-50
579_701.jpg,fake,faceforensics,19-35
id1_id26_0008.jpg,fake,celeb,36-50
955.jpg,real,faceforensics,36-50
217.jpg,real,faceforensics,36-50
264.jpg,real,faceforensics,19-35
041_063.jpg,fake,faceforensics,19-35
892_112.jpg,fake,faceforensics,36-50
152_149.jpg,fake,faceforensics,19-35
791_770.jpg,fake,faceforensics,36-50
id42_id39_0001.jpg,fake,celeb,36-50
id36_0006.jpg,real,celeb,36-50
862_047.jpg,fake,faceforensics,19-35
id52_0005.jpg,real,celeb,19-35
297_270.jpg,fake,faceforensics,19-35
id20_0007.jpg,real,celeb,36-50
515.jpg,real,faceforensics,19-35
321.jpg,real,faceforensics,19-35
id13_id7_0008.jpg,fake,celeb,19-35
487_477.jpg,fake,faceforensics,19-35
799.jpg,real,faceforensics,36-50
id13_id7_0009.jpg,fake,celeb,19-35
070.jpg,real,faceforensics,19-35
734_699.jpg,fake,faceforensics,19-35
id49_id50_0009.jpg,fake,celeb,19-35
335_277.jpg,fake,faceforensics,19-35
id49_0006.jpg,real,celeb,36-50
226.jpg,real,faceforensics,19-35
id16_id0_0007.jpg,fake,celeb,19-35
id2_0008.jpg,real,celeb,19-35
id51_0003.jpg,real,celeb,19-35
145.jpg,real,faceforensics,36-50
id2_id0_0003.jpg,fake,celeb,19-35
id34_id30_0000.jpg,fake,celeb,19-35
id26_id25_0000.jpg,fake,celeb,19-35
046.jpg,real,faceforensics,19-35
465.jpg,real,faceforensics,36-50
774.jpg,real,faceforensics,19-35
911_910.jpg,fake,faceforensics,19-35
567_606.jpg,fake,faceforensics,19-35
753.jpg,real,faceforensics,36-50
id31_id1_0006.jpg,fake,celeb,19-35
971.jpg,real,faceforensics,36-50
id0_0001.jpg,real,celeb,36-50
082_103.jpg,fake,faceforensics,19-35
id59_id5_0004.jpg,fake,celeb,19-35
918_934.jpg,fake,faceforensics,19-35
id40_id41_0007.jpg,fake,celeb,19-35
id9_0003.jpg,real,celeb,36-50
169.jpg,real,faceforensics,19-35
id3_id0_0006.jpg,fake,celeb,19-35
236_237.jpg,fake,faceforensics,19-35
158_379.jpg,fake,faceforensics,19-35
836_950.jpg,fake,faceforensics,19-35
992.jpg,real,faceforensics,19-35
626.jpg,real,faceforensics,19-35
892.jpg,real,faceforensics,19-35
081.jpg,real,faceforensics,36-50
440_364.jpg,fake,faceforensics,19-35
390_709.jpg,fake,faceforensics,19-35
748_355.jpg,fake,faceforensics,19-35
id23_0005.jpg,real,celeb,36-50
id50_id51_0001.jpg,fake,celeb,19-35
913_893.jpg,fake,faceforensics,19-35
id6_id0_0007.jpg,fake,celeb,19-35
850_764.jpg,fake,faceforensics,19-35
id31_0001.jpg,real,celeb,36-50
316.jpg,real,faceforensics,19-35
265_475.jpg,fake,faceforensics,19-35
301.jpg,real,faceforensics,19-35
id61_0000.jpg,real,celeb,19-35
536.jpg,real,faceforensics,19-35
id9_id16_0008.jpg,fake,celeb,19-35
272.jpg,real,faceforensics,19-35
501_326.jpg,fake,faceforensics,19-35
179.jpg,real,faceforensics,19-35
717_684.jpg,fake,faceforensics,19-35
id3_0000.jpg,real,celeb,19-35
841_639.jpg,fake,faceforensics,19-35
866_878.jpg,fake,faceforensics,36-50
691.jpg,real,faceforensics,19-35
596_609.jpg,fake,faceforensics,36-50
513.jpg,real,faceforensics,19-35
id6_id0_0009.jpg,fake,celeb,19-35
id37_id2_0006.jpg,fake,celeb,19-35
146.jpg,real,faceforensics,36-50
789.jpg,real,faceforensics,36-50
682_669.jpg,fake,faceforensics,36-50
id29_id34_0009.jpg,fake,celeb,19-35
id57_id56_0005.jpg,fake,celeb,36-50
864_839.jpg,fake,faceforensics,19-35
id20_0006.jpg,real,celeb,36-50
id27_id20_0000.jpg,fake,celeb,36-50
550_452.jpg,fake,faceforensics,19-35
232.jpg,real,faceforensics,19-35
id4_id0_0008.jpg,fake,celeb,36-50
365_307.jpg,fake,faceforensics,36-50
407.jpg,real,faceforensics,36-50
164.jpg,real,faceforensics,36-50
185.jpg,real,faceforensics,19-35
260.jpg,real,faceforensics,19-35
977.jpg,real,faceforensics,36-50
id61_0006.jpg,real,celeb,19-35
802_885.jpg,fake,faceforensics,19-35
288.jpg,real,faceforensics,19-35
901.jpg,real,faceforensics,19-35
id27_id20_0004.jpg,fake,celeb,19-35
604.jpg,real,faceforensics,19-35
041.jpg,real,faceforensics,19-35
424.jpg,real,faceforensics,19-35
id32_id33_0009.jpg,fake,celeb,36-50
846.jpg,real,faceforensics,36-50
id17_0005.jpg,real,celeb,19-35
940.jpg,real,faceforensics,19-35
id52_id49_0003.jpg,fake,celeb,19-35
id0_0003.jpg,real,celeb,19-35
322_315.jpg,fake,faceforensics,36-50
712_716.jpg,fake,faceforensics,19-35
285_136.jpg,fake,faceforensics,19-35
090.jpg,real,faceforensics,36-50
816_649.jpg,fake,faceforensics,19-35
id4_0007.jpg,real,celeb,19-35
id50_0007.jpg,real,celeb,19-35
173_171.jpg,fake,faceforensics,36-50
id23_id37_0007.jpg,fake,celeb,36-50
id17_id0_0009.jpg,fake,celeb,36-50
196_310.jpg,fake,faceforensics,19-35
294.jpg,real,faceforensics,36-50
941.jpg,real,faceforensics,19-35
282_238.jpg,fake,faceforensics,19-35
421_423.jpg,fake,faceforensics,19-35
923_023.jpg,fake,faceforensics,19-35
314_347.jpg,fake,faceforensics,19-35
084_042.jpg,fake,faceforensics,19-35
283_313.jpg,fake,faceforensics,36-50
id31_id1_0002.jpg,fake,celeb,19-35
433.jpg,real,faceforensics,36-50
id61_0005.jpg,real,celeb,36-50
id50_0008.jpg,real,celeb,19-35
id37_id2_0007.jpg,fake,celeb,19-35
id5_0007.jpg,real,celeb,19-35
id57_0008.jpg,real,celeb,19-35
258.jpg,real,faceforensics,19-35
522_337.jpg,fake,faceforensics,19-35
552_851.jpg,fake,faceforensics,36-50
id25_id26_0004.jpg,fake,celeb,19-35
id27_0007.jpg,real,celeb,19-35
id37_id2_0004.jpg,fake,celeb,19-35
480_389.jpg,fake,faceforensics,36-50
160.jpg,real,faceforensics,19-35
783_916.jpg,fake,faceforensics,19-35
724.jpg,real,faceforensics,36-50
483_370.jpg,fake,faceforensics,19-35
456_435.jpg,fake,faceforensics,19-35
id6_id0_0008.jpg,fake,celeb,36-50
232_248.jpg,fake,faceforensics,19-35
303_309.jpg,fake,faceforensics,19-35
id0_id16_0004.jpg,fake,celeb,19-35
439.jpg,real,faceforensics,36-50
497_403.jpg,fake,faceforensics,19-35
id48_0008.jpg,real,celeb,19-35
id34_0001.jpg,real,celeb,36-50
618.jpg,real,faceforensics,36-50
960.jpg,real,faceforensics,19-35
id50_id51_0002.jpg,fake,celeb,19-35
862.jpg,real,faceforensics,36-50
id49_id50_0002.jpg,fake,celeb,36-50
id50_0005.jpg,real,celeb,19-35
833_826.jpg,fake,faceforensics,19-35
id16_id0_0012.jpg,fake,celeb,36-50
763.jpg,real,faceforensics,19-35
796_740.jpg,fake,faceforensics,19-35
id1_id26_0001.jpg,fake,celeb,19-35
230_204.jpg,fake,faceforensics,36-50
577_593.jpg,fake,faceforensics,36-50
036.jpg,real,faceforensics,19-35
978.jpg,real,faceforensics,19-35
079_076.jpg,fake,faceforensics,19-35
671_677.jpg,fake,faceforensics,36-50
715_721.jpg,fake,faceforensics,36-50
id19_0004.jpg,real,celeb,19-35
id54_0008.jpg,real,celeb,19-35
690_689.jpg,fake,faceforensics,19-35
740_796.jpg,fake,faceforensics,19-35
id57_id56_0003.jpg,fake,celeb,19-35
528_510.jpg,fake,faceforensics,19-35
147_055.jpg,fake,faceforensics,19-35
361.jpg,real,faceforensics,19-35
913.jpg,real,faceforensics,19-35
747.jpg,real,faceforensics,51+
675.jpg,real,faceforensics,19-35
142_138.jpg,fake,faceforensics,36-50
947.jpg,real,faceforensics,36-50
823.jpg,real,faceforensics,36-50
333.jpg,real,faceforensics,19-35
015_919.jpg,fake,faceforensics,19-35
510.jpg,real,faceforensics,19-35
330_162.jpg,fake,faceforensics,19-35
011_805.jpg,fake,faceforensics,19-35
097_033.jpg,fake,faceforensics,19-35
017.jpg,real,faceforensics,36-50
376_381.jpg,fake,faceforensics,19-35
917.jpg,real,faceforensics,19-35
066_062.jpg,fake,faceforensics,36-50
618_629.jpg,fake,faceforensics,19-35
id8_0000.jpg,real,celeb,19-35
982_004.jpg,fake,faceforensics,36-50
728_673.jpg,fake,faceforensics,19-35
id25_id26_0010.jpg,fake,celeb,36-50
360.jpg,real,faceforensics,36-50
020_344.jpg,fake,faceforensics,19-35
334_318.jpg,fake,faceforensics,19-35
135.jpg,real,faceforensics,36-50
id33_id29_0007.jpg,fake,celeb,36-50
id0_0005.jpg,real,celeb,36-50
512_495.jpg,fake,faceforensics,19-35
208_215.jpg,fake,faceforensics,19-35
id44_0001.jpg,real,celeb,36-50
id46_0006.jpg,real,celeb,19-35
589.jpg,real,faceforensics,19-35
775_742.jpg,fake,faceforensics,19-35
261.jpg,real,faceforensics,19-35
535.jpg,real,faceforensics,36-50
id48_id39_0008.jpg,fake,celeb,19-35
id16_id0_0010.jpg,fake,celeb,19-35
377.jpg,real,faceforensics,19-35
537_563.jpg,fake,faceforensics,19-35
508.jpg,real,faceforensics,36-50
050.jpg,real,faceforensics,51+
826.jpg,real,faceforensics,19-35
408.jpg,real,faceforensics,19-35
710_788.jpg,fake,faceforensics,19-35
845.jpg,real,faceforensics,36-50
658.jpg,real,faceforensics,19-35
267_286.jpg,fake,faceforensics,19-35
252.jpg,real,faceforensics,19-35
653_601.jpg,fake,faceforensics,36-50
093_121.jpg,fake,faceforensics,19-35
id58_0002.jpg,real,celeb,19-35
id37_0008.jpg,real,celeb,36-50
221.jpg,real,faceforensics,19-35
570_624.jpg,fake,faceforensics,19-35
id30_id16_0000.jpg,fake,celeb,19-35
id46_0002.jpg,real,celeb,19-35
id49_0000.jpg,real,celeb,19-35
id53_id50_0001.jpg,fake,celeb,36-50
id31_0006.jpg,real,celeb,36-50
699.jpg,real,faceforensics,36-50
id33_id29_0003.jpg,fake,celeb,36-50
id24_0005.jpg,real,celeb,36-50
id21_0005.jpg,real,celeb,36-50
id31_id1_0003.jpg,fake,celeb,36-50
442.jpg,real,faceforensics,36-50
id24_0006.jpg,real,celeb,36-50
165_137.jpg,fake,faceforensics,19-35
028_068.jpg,fake,faceforensics,19-35
895_915.jpg,fake,faceforensics,19-35
id24_0002.jpg,real,celeb,36-50
id28_id0_0009.jpg,fake,celeb,19-35
461_250.jpg,fake,faceforensics,36-50
420.jpg,real,faceforensics,19-35
id23_id37_0009.jpg,fake,celeb,19-35
018_019.jpg,fake,faceforensics,19-35
680.jpg,real,faceforensics,36-50
319_352.jpg,fake,faceforensics,19-35
415.jpg,real,faceforensics,19-35
490_534.jpg,fake,faceforensics,36-50
553_545.jpg,fake,faceforensics,19-35
474.jpg,real,faceforensics,36-50
742.jpg,real,faceforensics,19-35
370_483.jpg,fake,faceforensics,36-50
599_585.jpg,fake,faceforensics,19-35
362_354.jpg,fake,faceforensics,19-35
723.jpg,real,faceforensics,36-50
655_444.jpg,fake,faceforensics,19-35
336_338.jpg,fake,faceforensics,19-35
139_130.jpg,fake,faceforensics,19-35
982.jpg,real,faceforensics,36-50
id21_id16_0001.jpg,fake,celeb,19-35
656.jpg,real,faceforensics,19-35
610.jpg,real,faceforensics,36-50
374_407.jpg,fake,faceforensics,19-35
941_940.jpg,fake,faceforensics,19-35
id20_id1_0005.jpg,fake,celeb,19-35
494_445.jpg,fake,faceforensics,19-35
id32_id33_0006.jpg,fake,celeb,19-35
247.jpg,real,faceforensics,36-50
089_065.jpg,fake,faceforensics,19-35
529_633.jpg,fake,faceforensics,36-50
308_388.jpg,fake,faceforensics,19-35
821_812.jpg,fake,faceforensics,19-35
id24_0001.jpg,real,celeb,36-50
119.jpg,real,faceforensics,19-35
534.jpg,real,faceforensics,19-35
649_816.jpg,fake,faceforensics,36-50
id48_id39_0000.jpg,fake,celeb,19-35
635_642.jpg,fake,faceforensics,19-35
325.jpg,real,faceforensics,36-50
id10_0008.jpg,real,celeb,36-50
511_472.jpg,fake,faceforensics,19-35
id56_id49_0008.jpg,fake,celeb,19-35
298_279.jpg,fake,faceforensics,19-35
id23_0002.jpg,real,celeb,19-35
id59_0008.jpg,real,celeb,19-35
057.jpg,real,faceforensics,36-50
279.jpg,real,faceforensics,19-35
id50_id51_0004.jpg,fake,celeb,19-35
513_305.jpg,fake,faceforensics,19-35
546_621.jpg,fake,faceforensics,19-35
id31_id1_0009.jpg,fake,celeb,19-35
id24_id22_0000.jpg,fake,celeb,19-35
088_060.jpg,fake,faceforensics,36-50
212_179.jpg,fake,faceforensics,19-35
id45_id39_0004.jpg,fake,celeb,19-35
id54_id49_0000.jpg,fake,celeb,36-50
027_009.jpg,fake,faceforensics,36-50
id32_0004.jpg,real,celeb,36-50
999_960.jpg,fake,faceforensics,36-50
929_962.jpg,fake,faceforensics,19-35
016.jpg,real,faceforensics,19-35
id26_0006.jpg,real,celeb,19-35
887_275.jpg,fake,faceforensics,19-35
id56_0005.jpg,real,celeb,19-35
790.jpg,real,faceforensics,36-50
id0_0009.jpg,real,celeb,19-35
id10_0009.jpg,real,celeb,19-35
id2_id0_0005.jpg,fake,celeb,36-50
id39_id44_0002.jpg,fake,celeb,19-35
768_793.jpg,fake,faceforensics,36-50
559.jpg,real,faceforensics,36-50
id10_id7_0004.jpg,fake,celeb,19-35
id6_0001.jpg,real,celeb,19-35
id55_id50_0002.jpg,fake,celeb,19-35
id50_id51_0007.jpg,fake,celeb,19-35
973.jpg,real,faceforensics,19-35
325_492.jpg,fake,faceforensics,36-50
797_844.jpg,fake,faceforensics,36-50
409.jpg,real,faceforensics,19-35
580_524.jpg,fake,faceforensics,36-50
312.jpg,real,faceforensics,19-35
938.jpg,real,faceforensics,19-35
288_321.jpg,fake,faceforensics,19-35
971_564.jpg,fake,faceforensics,19-35
063_041.jpg,fake,faceforensics,19-35
id27_id20_0009.jpg,fake,celeb,36-50
181.jpg,real,faceforensics,19-35
532.jpg,real,faceforensics,36-50
219_220.jpg,fake,faceforensics,19-35
718.jpg,real,faceforensics,36-50
id50_id51_0005.jpg,fake,celeb,19-35
id56_0002.jpg,real,celeb,36-50
861_858.jpg,fake,faceforensics,19-35
812.jpg,real,faceforensics,36-50
184.jpg,real,faceforensics,19-35
id30_0005.jpg,real,celeb,19-35
965.jpg,real,faceforensics,36-50
950_836.jpg,fake,faceforensics,36-50
006.jpg,real,faceforensics,36-50
879_963.jpg,fake,faceforensics,19-35
719_737.jpg,fake,faceforensics,36-50
id3_0003.jpg,real,celeb,19-35
id46_id39_0000.jpg,fake,celeb,19-35
901_902.jpg,fake,faceforensics,36-50
947_951.jpg,fake,faceforensics,19-35
078.jpg,real,faceforensics,19-35
id21_0006.jpg,real,celeb,19-35
249.jpg,real,faceforensics,19-35
437_360.jpg,fake,faceforensics,19-35
916.jpg,real,faceforensics,19-35
263.jpg,real,faceforensics,19-35
id7_0002.jpg,real,celeb,19-35
364.jpg,real,faceforensics,19-35
id6_id0_0006.jpg,fake,celeb,36-50
777_745.jpg,fake,faceforensics,19-35
206_221.jpg,fake,faceforensics,19-35
id51_id53_0008.jpg,fake,celeb,19-35
060_088.jpg,fake,faceforensics,19-35
id32_id33_0000.jpg,fake,celeb,36-50
id38_0009.jpg,real,celeb,19-35
id2_id0_0001.jpg,fake,celeb,19-35
450_533.jpg,fake,faceforensics,19-35
250_461.jpg,fake,faceforensics,19-35
623.jpg,real,faceforensics,19-35
721.jpg,real,faceforensics,19-35
991.jpg,real,faceforensics,19-35
id21_id16_0002.jpg,fake,celeb,36-50
538_493.jpg,fake,faceforensics,19-35
348_202.jpg,fake,faceforensics,19-35
401.jpg,real,faceforensics,36-50
id0_id16_0003.jpg,fake,celeb,19-35
id43_0006.jpg,real,celeb,19-35
183_253.jpg,fake,faceforensics,36-50
id59_id5_0002.jpg,fake,celeb,19-35
302.jpg,real,faceforensics,19-35
344_020.jpg,fake,faceforensics,36-50
462_467.jpg,fake,faceforensics,19-35
id52_id49_0004.jpg,fake,celeb,19-35
504_502.jpg,fake,faceforensics,36-50
id52_0007.jpg,real,celeb,19-35
786_819.jpg,fake,faceforensics,19-35
id60_id59_0003.jpg,fake,celeb,19-35
id60_0007.jpg,real,celeb,19-35
id48_id39_0003.jpg,fake,celeb,19-35
405_393.jpg,fake,faceforensics,19-35
id47_0008.jpg,real,celeb,19-35
770_791.jpg,fake,faceforensics,19-35
932.jpg,real,faceforensics,19-35
867.jpg,real,faceforensics,19-35
id43_id41_0002.jpg,fake,celeb,19-35
806.jpg,real,faceforensics,19-35
475_265.jpg,fake,faceforensics,36-50
624_570.jpg,fake,faceforensics,19-35
id6_0002.jpg,real,celeb,36-50
970.jpg,real,faceforensics,19-35
id43_id41_0007.jpg,fake,celeb,19-35
224_197.jpg,fake,faceforensics,19-35
id29_id34_0007.jpg,fake,celeb,36-50
804_738.jpg,fake,faceforensics,36-50
id34_0002.jpg,real,celeb,36-50
id5_0000.jpg,real,celeb,19-35
174.jpg,real,faceforensics,19-35
id47_id39_0005.jpg,fake,celeb,36-50
706.jpg,real,faceforensics,19-35
456.jpg,real,faceforensics,36-50
id1_0000.jpg,real,celeb,19-35
789_753.jpg,fake,faceforensics,36-50
002.jpg,real,faceforensics,19-35
554.jpg,real,faceforensics,36-50
380_358.jpg,fake,faceforensics,36-50
id11_id7_0005.jpg,fake,celeb,19-35
584_823.jpg,fake,faceforensics,36-50
966.jpg,real,faceforensics,36-50
991_064.jpg,fake,faceforensics,36-50
id23_id37_0008.jpg,fake,celeb,36-50
id46_id39_0001.jpg,fake,celeb,19-35
080_061.jpg,fake,faceforensics,19-35
id36_0000.jpg,real,celeb,36-50
134_192.jpg,fake,faceforensics,19-35
id47_id39_0003.jpg,fake,celeb,19-35
435_456.jpg,fake,faceforensics,36-50
id40_id41_0003.jpg,fake,celeb,19-35
id57_0003.jpg,real,celeb,36-50
158.jpg,real,faceforensics,19-35
id45_id39_0006.jpg,fake,celeb,19-35
459_430.jpg,fake,faceforensics,19-35
id5_id59_0004.jpg,fake,celeb,19-35
654_648.jpg,fake,faceforensics,36-50
733_935.jpg,fake,faceforensics,19-35
id57_id56_0001.jpg,fake,celeb,19-35
032.jpg,real,faceforensics,36-50
370.jpg,real,faceforensics,19-35
id4_id0_0003.jpg,fake,celeb,19-35
964.jpg,real,faceforensics,19-35
786.jpg,real,faceforensics,19-35
id17_id0_0001.jpg,fake,celeb,36-50
149_152.jpg,fake,faceforensics,19-35
id19_0007.jpg,real,celeb,19-35
735_774.jpg,fake,faceforensics,19-35
358.jpg,real,faceforensics,36-50
985.jpg,real,faceforensics,19-35
id3_id0_0003.jpg,fake,celeb,19-35
id45_0009.jpg,real,celeb,19-35
414.jpg,real,faceforensics,19-35
665_679.jpg,fake,faceforensics,19-35
387_311.jpg,fake,faceforensics,36-50
027.jpg,real,faceforensics,19-35
id37_0005.jpg,real,celeb,36-50
686_696.jpg,fake,faceforensics,36-50
110_043.jpg,fake,faceforensics,36-50
131_518.jpg,fake,faceforensics,19-35
165.jpg,real,faceforensics,19-35
id60_id59_0007.jpg,fake,celeb,19-35
489_022.jpg,fake,faceforensics,19-35
id34_id30_0005.jpg,fake,celeb,36-50
id31_0005.jpg,real,celeb,36-50
636_578.jpg,fake,faceforensics,36-50
id31_0004.jpg,real,celeb,36-50
920.jpg,real,faceforensics,36-50
867_765.jpg,fake,faceforensics,19-35
id6_0007.jpg,real,celeb,36-50
id19_id22_0001.jpg,fake,celeb,19-35
id34_id30_0001.jpg,fake,celeb,36-50
id29_id34_0004.jpg,fake,celeb,36-50
473.jpg,real,faceforensics,36-50
id20_id1_0002.jpg,fake,celeb,19-35
448_361.jpg,fake,faceforensics,36-50
